,LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
8571877,-122.0890867,37.3435082,2066,WOODED GLEN WAY,,LOS ALTOS,,,94024,,4b9e442c960e0c78
8571880,-122.0884383,37.3526558,1600,FRONTERO AVE,,LOS ALTOS,,,94024,,3bd595ddf38f0119
8571882,-122.0674211,37.3446075,1630,HOLT AVE,,LOS ALTOS,,,94024,,c4fdd7a7e08e86fb
8571891,-122.0758903,37.3381816,485,ASPEN WAY,,LOS ALTOS,,,94024,,0c11664e3110f4a0
8571917,-122.1115839,37.3738067,108,CUESTA DR,4,LOS ALTOS,,,94022,,35b7970355fedf5e
8571951,-122.0646826,37.358903,1722,JOEL WAY,,LOS ALTOS,,,94024,,1e707316983b6ec3
8572066,-122.0800066,37.3579531,1225,EUREKA AVE,,LOS ALTOS,,,94024,,d39f5656a473de8f
8572106,-122.1027633,37.3744934,474,SAN LUIS AVE,,LOS ALTOS,,,94024,,2ecc1c34122b6ba4
8572157,-122.0774895,37.3464666,1316,ROSSWAY CT,,LOS ALTOS,,,94024,,e5b64fd0f3c2c648
8572200,-122.0695456,37.346815,1572,LANDELL CT,,LOS ALTOS,,,94024,,5f7f1e73d0c47265
8572202,-122.064642,37.3533521,1519,TIPTOE LN,,LOS ALTOS,,,94024,,88f665dfaf2274e9
8572236,-122.1243253,37.3957844,461,VAN BUREN ST,,LOS ALTOS,,,94022,,7a87071ad815011d
8572270,-122.0855171,37.3442322,1054,ST JOSEPH AVE,,LOS ALTOS,,,94024,,8ebffe7a8fe02568
8572515,-122.0748156,37.3484007,1395,MORTON AVE,,LOS ALTOS,,,94024,,ff5ea0bd41d9ca65
8572566,-122.08985,37.3493047,1623,CRESTVIEW DR,,LOS ALTOS,,,94024,,cf1f82bd82eb07b5
8572567,-122.0793956,37.3606285,1211,LAMMY PL,,LOS ALTOS,,,94024,,46c0b034dd45a362
8572591,-122.1110053,37.3729961,560,GABILAN ST,,LOS ALTOS,,,94022,,528aa548725eb845
8572604,-122.1070628,37.3508472,11745,WINDING WAY,,LOS ALTOS,,,94024,,3d2dfe3bdeaac7fc
8572606,-122.0739387,37.3574057,1400,PRITCHETT CT,,LOS ALTOS,,,94024,,1a6dc672c933fa58
8572614,-122.1250048,37.386985,340,BLUE OAK LN,,LOS ALTOS,,,94022,,350110b1fef0ec75
8572708,-122.0756622,37.3562398,1395,MARINOVICH WAY,,LOS ALTOS,,,94024,,54bac1df630caa60
8572816,-122.0667884,37.3469178,1825,FARNDON AVE,,LOS ALTOS,,,94024,,c488b45cf24bac31
8572828,-122.0654936,37.3442377,1711,ASKAM LN,,LOS ALTOS,,,94024,,9eea77050288442e
8572849,-122.0865383,37.3613753,1130,RUNNYMEAD DR,,LOS ALTOS,,,94024,,6ec5564d483b423f
8572856,-122.0917841,37.349001,810,LOYOLA DR,,LOS ALTOS,,,94024,,3b890cf32ea98e1b
8572860,-122.0734252,37.3426647,1998,NEWCASTLE DR,,LOS ALTOS,,,94024,,54286dffcd484288
8572866,-122.1205344,37.3864123,291,LIVE OAK LN,,LOS ALTOS,,,94022,,1648bf3079dff422
8572928,-122.1056532,37.3907621,520,ALICIA WAY,,LOS ALTOS,,,94022,,ebfceadbc7de31db
8573056,-122.0808214,37.3453944,1245,SANDALWOOD LN,,LOS ALTOS,,,94024,,066576204dff2361
8573057,-122.0752637,37.3404425,31,FARM RD,,LOS ALTOS,,,94024,,d2a2961b9ef1f42c
8573115,-122.1108508,37.3746051,456,GABILAN ST,2,LOS ALTOS,,,94022,,07c6613cd300dfd9
8573138,-122.0695936,37.3304321,2450,N FOOTHILL BLVD,,LOS ALTOS,,,94024,,c0de1e366585ce3c
8573162,-122.0736362,37.3443539,1922,KAY DR,,LOS ALTOS,,,94024,,e0d017e608b7b358
8573167,-122.0766645,37.3419399,15,FARM RD,,LOS ALTOS,,,94024,,dc080b218762d269
8573205,-122.083815,37.3528749,1580,OAKHURST AVE,,LOS ALTOS,,,94024,,16cab4bc82f6e81d
8573219,-122.0954706,37.379356,713,SUNSHINE DR,,LOS ALTOS,,,94024,,8de1b044ccee35e7
8573277,-122.1222502,37.4024826,377,LUNADA DR,,LOS ALTOS,,,94022,,4fe120abb44423de
8573502,-122.1166969,37.3819989,44,VIEW ST,,LOS ALTOS,,,94022,,50b16696134e159f
8573542,-122.1131897,37.397317,52,CHESTER CIR,,LOS ALTOS,,,94022,,2e3c5e1a2030f3fb
8573599,-122.1026794,37.3577524,24141,YOUNG CT,,LOS ALTOS,,,94024,,5a5abc77a4e14255
8573615,-122.1091392,37.3930903,215,ALVARADO AVE,,LOS ALTOS,,,94022,,641cc72f19d49e43
8573648,-122.1135156,37.3991777,916,SHERWOOD AVE,,LOS ALTOS,,,94022,,4246d55f98d839bb
8573803,-122.0942112,37.3556786,1418,ARBOR AVE,,LOS ALTOS,,,94024,,1f92483dcc9234b9
8573864,-122.0736204,37.3396817,527,PINECREST DR,,LOS ALTOS,,,94024,,42dc3fe915835497
8573990,-122.1109504,37.3959799,146,E PORTOLA AVE,,LOS ALTOS,,,94022,,291b2bf0ffa6c400
8573999,-122.0800841,37.3411192,1222,WOODVIEW TER,,LOS ALTOS,,,94024,,9bc7cb72bd3c6924
8574000,-122.0816172,37.3408953,2090,STONEHAVEN DR,,LOS ALTOS,,,94024,,7da7a777e1f4d574
8574058,-122.0996127,37.3631864,1098,PARMA WAY,,LOS ALTOS,,,94024,,3dd60d6011b652ae
8574061,-122.0739125,37.3408095,5350,ARBORETUM DR,,LOS ALTOS,,,94024,,35f5166ecafa2670
8574062,-122.0967342,37.3753503,677,BENVENUE AVE,,LOS ALTOS,,,94024,,1b97828c9a654c07
8574068,-122.0663407,37.3444379,1908,FALLEN LEAF LN,,LOS ALTOS,,,94024,,44617c2d345e075e
8574104,-122.0697384,37.3433843,1944,ALFORD AVE,,LOS ALTOS,,,94024,,2f513bb18f4fbac3
8574114,-122.1274769,37.3923703,535,PINE LN,,LOS ALTOS,,,94022,,f8b5c08c1742867d
8574126,-122.0712861,37.3551366,1484,WESSEX AVE,,LOS ALTOS,,,94024,,6b5941342dd64e5c
8574132,-122.0826554,37.3549892,1111,LISA LN,,LOS ALTOS,,,94024,,d4e3c148f904cea0
8574190,-122.110335,37.37367,525,GABILAN ST,,LOS ALTOS,,,94022,,162e02058f1e190a
8574202,-122.1049946,37.3668513,375,FREMONT AVE,,LOS ALTOS,,,94024,,8e4445ba0589c500
8574242,-122.0767924,37.3574552,1399,GRANT CT,,LOS ALTOS,,,94024,,7b3093ec1f1849c9
8574334,-122.0869265,37.3469271,1050,CROOKED CREEK DR,,LOS ALTOS,,,94024,,d15041ba16205956
8574406,-122.0827719,37.3655191,975,HAYMAN PL,,LOS ALTOS,,,94024,,d7e6791076b7fd93
8574419,-122.1144484,37.3765553,350,S SAN ANTONIO RD,,LOS ALTOS,,,94022,,273a2d30d9ed8d98
8574431,-122.0822706,37.3451057,1922,LAVER CT,,LOS ALTOS,,,94024,,2eec85988a8279b3
8574454,-122.0846222,37.3396708,876,HIGHLANDS CIR,,LOS ALTOS,,,94024,,75778ff5439558a5
8574490,-122.0963277,37.3632586,1098,S SPRINGER RD,,LOS ALTOS,,,94024,,4f1bcc4154c0fc20
8574493,-122.1259184,37.3916283,560,TORWOOD LN,,LOS ALTOS,,,94022,,232f65f679f78426
8574508,-122.0839062,37.3601007,1180,BUCKINGHAM DR,,LOS ALTOS,,,94024,,801dfdc6e8215b38
8574537,-122.0752566,37.3515289,1380,BRIGHT OAKS CT,,LOS ALTOS,,,94024,,54b27ad1075e0f64
8574698,-122.0972872,37.3823747,668,MILLS AVE,,LOS ALTOS,,,94022,,3e2249db56f81574
8574703,-122.1072105,37.3741853,305,CUESTA DR,,LOS ALTOS,,,94024,,4cb97139e9be66c9
8574720,-122.1030895,37.3584225,1215,GRONWALL LN,,LOS ALTOS,,,94024,,18eba48cdd1aec40
8574747,-122.0970793,37.3802185,673,SPRINGER TER,,LOS ALTOS,,,94024,,ecc06952ec67eee0
8574791,-122.1022178,37.3792255,505,CLARK CT,,LOS ALTOS,,,94024,,807f57cc89341d3b
8574797,-122.1080768,37.3907618,517,LOS NINOS WAY,,LOS ALTOS,,,94022,,23a3584e838fed88
8574987,-122.093802,37.3626228,754,EDGE LN,,LOS ALTOS,,,94024,,ba6f6c98e4e1387b
8575014,-122.0912382,37.3624626,1146,GOLDEN WAY,,LOS ALTOS,,,94024,,78a1647d3b2ce3f0
8575054,-122.1130614,37.3701879,752,ORANGE AVE,,LOS ALTOS,,,94022,,ef8a99d5db7dd51f
8575068,-122.1106837,37.3981398,17,LOS ALTOS SQ,,LOS ALTOS,,,94022,,f31a555ab947b312
8575081,-122.0872114,37.3635747,990,STANLEY AVE,,LOS ALTOS,,,94024,,6fd79eface9b943e
8575106,-122.0796007,37.3372911,2205,SIERRA VENTURA DR,,LOS ALTOS,,,94024,,280e2ed0ce574656
8575125,-122.0992159,37.3687625,621,HARRINGTON AVE,,LOS ALTOS,,,94024,,f13d6900d38dcd7e
8575191,-122.0968427,37.3735029,670,CUESTA DR,,LOS ALTOS,,,94024,,a3c5414864ac5c73
8575241,-122.0867404,37.3645699,1011,LOMA PRIETA CT,,LOS ALTOS,,,94024,,fed391d02470bbf4
8575249,-122.1111388,37.3831714,131,ANGELA DR,,LOS ALTOS,,,94022,,5ec1aeb4f12fef9c
8575274,-122.1076064,37.3658734,914,STAGI CT,,LOS ALTOS,,,94024,,169b446005cbabd3
8575311,-122.0883871,37.3547798,948,LORAINE AVE,,LOS ALTOS,,,94024,,c3ae20a481ce01bc
8575320,-122.0791676,37.3555389,1271,PATLEN DR,,LOS ALTOS,,,94024,,4306e67427c758b8
8575326,-122.1114889,37.3845592,177,FREDERICK CT,,LOS ALTOS,,,94022,,45f27c21ea794b6c
8575345,-122.0855654,37.3460198,1080,NOTTINGHAM WAY,,LOS ALTOS,,,94024,,93e1274a72503bf7
8575367,-122.0933642,37.3838812,766,VISTA GRANDE AVE,,LOS ALTOS,,,94024,,30cc085ade2d4f57
8575382,-122.1007546,37.3697386,735,CASA BONITA CT,,LOS ALTOS,,,94024,,81af60d72c53bdde
8575417,-122.0810426,37.3563377,1200,HERITAGE CT,,LOS ALTOS,,,94024,,ae663afb50b66589
8575446,-122.1201149,37.3819957,5,HAMPTON CT,,LOS ALTOS,,,94022,,40bb8e979385a81e
8575563,-122.1216718,37.3966205,340,W PORTOLA AVE,,LOS ALTOS,,,94022,,4a2640f048f542b5
8575565,-122.0649189,37.3455446,1730,PENNY WAY,,LOS ALTOS,,,94024,,613e5f35fc6a27f5
8575624,-122.09634,37.3670519,890,S SPRINGER RD,,LOS ALTOS,,,94024,,83893cc695375cc9
8575631,-122.1199499,37.3710571,681,MANRESA LN,,LOS ALTOS,,,94022,,4d813165b3e7989e
8575643,-122.1131411,37.3988917,905,SHERWOOD AVE,,LOS ALTOS,,,94022,,655dc4c04cc9ff16
8575649,-122.1060359,37.3840654,158,SUNKIST LN,,LOS ALTOS,,,94022,,96b85053e4155086
8575652,-122.1252651,37.3888191,466,RAQUEL LN,,LOS ALTOS,,,94022,,90cd9f495b702d5d
8575760,-122.1124067,37.3889636,412,VALENCIA DR,,LOS ALTOS,,,94022,,6cd8234ff2e413fd
8575765,-122.0717455,37.3565286,1435,MARLBAROUGH AVE,,LOS ALTOS,,,94024,,ab998140993db10e
8575826,-122.0986011,37.3839335,129,EL MONTE CT,,LOS ALTOS,,,94022,,e45326b08a724fab
8575874,-122.0934223,37.3787026,759,SUNSHINE DR,,LOS ALTOS,,,94024,,fa827eea4e7ea35e
8575915,-122.1177842,37.3756249,401,UNIVERSITY AVE,,LOS ALTOS,,,94022,,090e424476298dab
8575939,-122.1209994,37.4032333,304,LANGTON AVE,,LOS ALTOS,,,94022,,de73af6cea2aa465
8575951,-122.0651672,37.3549328,1730,LARKELLEN LN,,LOS ALTOS,,,94024,,fe6d7198f5fa111f
8575956,-122.0781056,37.3503891,1676,GRANT RD,,LOS ALTOS,,,94024,,e02c77340d2cda56
8575987,-122.0791528,37.3574427,1240,THORPE CT,,LOS ALTOS,,,94024,,5a43aa0030d0fe8c
8576021,-122.09679,37.3814998,694,CORAL CT,,LOS ALTOS,,,94024,,248beac50c362257
8576295,-122.1115717,37.3986028,10,LOS ALTOS SQ,,LOS ALTOS,,,94022,,10ef948655260f91
8576358,-122.1199959,37.4012611,261,MARGARITA CT,,LOS ALTOS,,,94022,,0c1be1b37e346635
8576408,-122.0968824,37.3679537,835,RIVERSIDE DR,,LOS ALTOS,,,94024,,e33b575d220483fb
8576493,-122.0677016,37.3414146,2024,CRIST DR,,LOS ALTOS,,,94024,,98151155835de43e
8576512,-122.1123224,37.3751727,430,LASSEN ST,4,LOS ALTOS,,,94022,,ff9ab8577398082e
8576643,-122.0913965,37.3459875,830,HIERRA CT,,LOS ALTOS,,,94024,,b032b36cb9188643
8576690,-122.116159,37.3676456,68,BAY TREE LN,,LOS ALTOS,,,94022,,48dd683d36bc1f66
8576743,-122.1192801,37.3830208,234,MT HAMILTON AVE,,LOS ALTOS,,,94022,,81ba346b3d87d0df
8576754,-122.0971677,37.3788824,678,RIVIERA DR,,LOS ALTOS,,,94024,,d670918aaeb3a60d
8576863,-122.0827088,37.3610782,1246,CARMEL TER,,LOS ALTOS,,,94024,,29448be4773dd597
8576890,-122.1046642,37.3730967,395,ARBOLEDA DR,,LOS ALTOS,,,94024,,940b367532ee3110
8576950,-122.0656359,37.349551,1708,CHRISTINA DR,,LOS ALTOS,,,94024,,fd90f52381c3d11f
8577007,-122.0710674,37.3501403,1516,RICHARDSON AVE,,LOS ALTOS,,,94024,,66c848c5aef7eb8f
8577042,-122.0819833,37.3447003,1946,LAVER CT,,LOS ALTOS,,,94024,,981f9b54f3e4ca84
8577066,-122.0968267,37.363738,680,OAKWOOD CT,,LOS ALTOS,,,94024,,2c7f07299b51df8b
8577187,-122.1180425,37.374995,435,UNIVERSITY AVE,,LOS ALTOS,,,94022,,cb5c6dee5b094450
8577316,-122.1053689,37.3841048,159,SUNKIST LN,,LOS ALTOS,,,94022,,15d877358aa3e5d1
8577420,-122.0793434,37.3358635,2270,SIERRA VENTURA DR,,LOS ALTOS,,,94024,,26123cfc3071fe3c
8577426,-122.0673543,37.3443721,1906,FARNDON AVE,,LOS ALTOS,,,94024,,a5122054d301747d
8577447,-122.0851872,37.3531695,1050,ROSEMONT AVE,,LOS ALTOS,,,94024,,ba6766557064194c
8577466,-122.1061376,37.3703874,247,COVINGTON RD,,LOS ALTOS,,,94024,,b944b3134f84c400
8577694,-122.0942833,37.3625997,744,EDGE LN,,LOS ALTOS,,,94024,,2c87c2cb1a1cb41d
8577745,-122.0935282,37.35318,1474,TOPAR AVE,,LOS ALTOS,,,94024,,372ae681d7abdf53
8577747,-122.069266,37.3394022,2093,CRIST DR,,LOS ALTOS,,,94024,,71934cfaa19c077f
8577751,-122.1044043,37.3757373,407,BENVENUE AVE,,LOS ALTOS,,,94024,,da132a2dc53233fe
8577753,-122.1024915,37.3841222,149,DOUD DR,,LOS ALTOS,,,94022,,debbeb9251fe0d11
8577813,-122.0826445,37.3479766,1200,MONTE VERDE CT,,LOS ALTOS,,,94024,,0cf6de088284d9bf
8577912,-122.0977548,37.3644945,1032,RIVERSIDE DR,,LOS ALTOS,,,94024,,1451b415b5bdf2c7
8577926,-122.0750741,37.3562532,1403,MARINOVICH WAY,,LOS ALTOS,,,94024,,8cf959dd69cbd9c5
8578030,-122.1147869,37.3847281,186,N SAN ANTONIO RD,,LOS ALTOS,,,94022,,f191a923c9062959
8578045,-122.0697167,37.3384183,2161,DEODARA DR,,LOS ALTOS,,,94024,,27fe268a2f736d05
8578177,-122.1169601,37.3936777,671,TEMPLEBAR WAY,,LOS ALTOS,,,94022,,1f429ba9897cbe0f
8578245,-122.0923344,37.3843429,789,VISTA GRANDE AVE,,LOS ALTOS,,,94022,,fd8221bc8c13ecec
8578397,-122.0987668,37.358715,600,MAGDALENA AVE,,LOS ALTOS,,,94024,,8610eeea0311a866
8578458,-122.0781436,37.3538167,1293,ESTATE DR,,LOS ALTOS,,,94024,,ce6f2bc6f2787699
8578506,-122.0678988,37.3460569,1857,ALFORD AVE,,LOS ALTOS,,,94024,,c5707631f68a9bd2
8578596,-122.1209689,37.4021487,311,LUNADA DR,,LOS ALTOS,,,94022,,1abbc23b2604bac4
8578888,-122.0977032,37.3784933,655,SAN MARTIN PL,,LOS ALTOS,,,94024,,07e59ec570bdf667
8578963,-122.1139818,37.3989213,895,N SAN ANTONIO RD,,LOS ALTOS,,,94022,,8766287a2de0d218
8579055,-122.119747,37.3799488,108,1ST ST,,LOS ALTOS,,,94022,,9e1e221e5a13027a
8579056,-122.0871989,37.3531093,995,A ST,,LOS ALTOS,,,94024,,711d865541743cb8
8579239,-122.1170703,37.3790573,295,STATE ST,,LOS ALTOS,,,94022,,8c65cf8b1b93374d
8579387,-122.1146118,37.3794977,149,MAIN ST,,LOS ALTOS,,,94022,,9e3e20b99f0b7f52
8579477,-122.1139818,37.3989213,897,N SAN ANTONIO RD,,LOS ALTOS,,,94022,,786d351ce4c3fce1
8579546,-122.1164061,37.3793796,209,STATE ST,,LOS ALTOS,,,94022,,236dab3421e8d251
8579550,-122.1158085,37.3784869,215,MAIN ST,,LOS ALTOS,,,94022,,840ee396f1025162
8579555,-122.1181067,37.3790732,358,STATE ST,,LOS ALTOS,,,94022,,4b3c2eeed072d15b
8579631,-122.1139593,37.3997896,981,N SAN ANTONIO RD,,LOS ALTOS,,,94022,,a22f115501a8ea75
8579723,-122.1167768,37.3771083,307,1ST ST,,LOS ALTOS,,,94022,,c6f012811a1854b6
8579774,-122.1147807,37.3791905,163,MAIN ST,,LOS ALTOS,,,94022,,526c138bef60f36a
8579815,-122.1145535,37.3799847,121,MAIN ST,,LOS ALTOS,,,94022,,f1db12dcefb5d82a
8580821,-122.0952025,37.3793761,721,SUNSHINE DR,,LOS ALTOS,,,94024,,35ec0d7f12983e52
8580824,-122.0747699,37.3439486,1936,COLLEEN DR,,LOS ALTOS,,,94024,,ea13a9cf98180ae9
8580826,-122.0757577,37.3519589,1365,BRIGHT OAKS CT,,LOS ALTOS,,,94024,,890865484bb9a582
8580846,-122.0744816,37.3532836,1559,SIESTA DR,,LOS ALTOS,,,94024,,6e1c0a5483a33fea
8580859,-122.0794975,37.3410338,1238,WOODVIEW TER,,LOS ALTOS,,,94024,,f2f4310e5478e791
8580879,-122.0987825,37.3756877,629,BENVENUE AVE,,LOS ALTOS,,,94024,,572b69e6fb0516a2
8580897,-122.0672206,37.3401328,2019,EL SERENO AVE,,LOS ALTOS,,,94024,,afeecec83d4eec90
8580916,-122.0698485,37.3353593,1564,HONEYSUCKLE PL,,LOS ALTOS,,,94024,,e9cd05636666425e
8580981,-122.118633,37.3863589,180,SYLVIAN WAY,,LOS ALTOS,,,94022,,3e063ff870a53481
8580994,-122.0997018,37.3612404,1190,BORDER RD,,LOS ALTOS,,,94024,,974631e65f368848
8580998,-122.0725164,37.3344665,1450,CEDAR PL,,LOS ALTOS,,,94024,,fe4965929ee7e47f
8581000,-122.0997431,37.3834125,107,HIGGINS AVE,,LOS ALTOS,,,94022,,ab00d61dfd41d116
8581009,-122.1127716,37.3747765,447,TYNDALL ST,,LOS ALTOS,,,94022,,5c41e20d4abcd231
8581013,-122.1066528,37.3740199,321,CUESTA DR,,LOS ALTOS,,,94024,,23df0f310b1eefab
8581031,-122.0896849,37.3603026,1261,RUSSELL AVE,,LOS ALTOS,,,94024,,fee1ab16c8a9c76c
8581035,-122.1042104,37.3869005,301,AVALON DR,,LOS ALTOS,,,94022,,1cb46dff001a036f
8581039,-122.0792605,37.3560266,1236,HERITAGE CT,,LOS ALTOS,,,94024,,0b49b325969becab
8581053,-122.1132323,37.3862246,221,CHATEAU DR,,LOS ALTOS,,,94022,,c2ce3623ad62a771
8581063,-122.0839025,37.3615456,1089,DARTMOUTH LN,,LOS ALTOS,,,94024,,e5f75c3573a2b3b2
8581064,-122.0833591,37.3610777,1141,BUCKINGHAM DR,,LOS ALTOS,,,94024,,4d3e23eb4aabdd98
8581082,-122.0992553,37.3734975,610,CUESTA DR,,LOS ALTOS,,,94024,,b0a6a401bb3d0f5f
8581083,-122.0945829,37.3793735,735,SUNSHINE DR,,LOS ALTOS,,,94024,,249b317f21d47567
8581107,-122.0780987,37.3481065,1288,THURSTON AVE,,LOS ALTOS,,,94024,,9ae6833ce598850e
8581126,-122.1204784,37.391764,585,LOS ALTOS AVE,,LOS ALTOS,,,94022,,4206856cffa8b94e
8581160,-122.0871043,37.3415326,920,YORKSHIRE DR,,LOS ALTOS,,,94024,,faf169dc5a990002
8581161,-122.1220878,37.3866134,368,TOYON AVE,,LOS ALTOS,,,94022,,2d10384bf0202092
8581171,-122.0845478,37.3527112,1065,FREMONT AVE,,LOS ALTOS,,,94024,,9ec70e1a6cbbcdfe
8581182,-122.0681295,37.3524568,1620,WAKEFIELD TER,,LOS ALTOS,,,94024,,1f5827139a38e90d
8581206,-122.0797134,37.3619867,1151,LAMMY PL,,LOS ALTOS,,,94024,,11fa2c2a431e046c
8581209,-122.0976941,37.3658386,662,ARROWOOD CT,,LOS ALTOS,,,94024,,1ed2982d92485bac
8581251,-122.0716909,37.3518102,1616,RANDOLPH PKWY,,LOS ALTOS,,,94024,,3fec8ff74fc1def0
8581258,-122.0706407,37.3512804,1634,PARKHILLS AVE,,LOS ALTOS,,,94024,,a2c498e346fec171
8581266,-122.1002457,37.3731352,591,ARBOLEDA DR,,LOS ALTOS,,,94024,,b8371dedaa71b6db
8581268,-122.1090674,37.3752229,214,LYELL ST,,LOS ALTOS,,,94022,,88956ecb31aac004
8581270,-122.0717397,37.356254,1447,WESSEX AVE,,LOS ALTOS,,,94024,,b0f023e9d2e33f31
8581278,-122.0637883,37.357775,1733,SELIG LN,,LOS ALTOS,,,94024,,1d6182509e84fc13
8581285,-122.0983499,37.365283,640,COVINGTON RD,,LOS ALTOS,,,94024,,df3271ded8b581f1
8581289,-122.0866672,37.3468701,1045,CROOKED CREEK DR,,LOS ALTOS,,,94024,,1cdd218d8c3a2fd2
8581295,-122.082078,37.350146,1165,MIGUEL AVE,,LOS ALTOS,,,94024,,84d25eb6bd943bae
8581307,-122.1198246,37.3835269,245,MT HAMILTON AVE,,LOS ALTOS,,,94022,,be95f14ad74bdd4b
8581326,-122.10957,37.375227,200,LYELL ST,,LOS ALTOS,,,94022,,88b990389dc507ff
8581335,-122.1076337,37.3607473,307,COSTELLO DR,,LOS ALTOS,,,94024,,d8116df2b3cd7a53
8581340,-122.1063301,37.3860584,255,ALICIA WAY,,LOS ALTOS,,,94022,,d5f74145ab04a104
8581342,-122.07761,37.340768,1274,ST MARK CT,,LOS ALTOS,,,94024,,23d26eea20ee4cc9
8581352,-122.0834537,37.3470317,1395,MONTCLAIRE WAY,,LOS ALTOS,,,94024,,5a27cfedf9bee030
8581458,-122.1179504,37.4036325,4388,EL CAMINO REAL,366,LOS ALTOS,,,94022,,c2b95f2e67e5feb4
8581471,-122.1151566,37.3820833,1,W EDITH AVE,A204,LOS ALTOS,,,94022,,92631f00689fd4c9
8581499,-122.1182049,37.4034559,4388,EL CAMINO REAL,49,LOS ALTOS,,,94022,,bb90dad1177ce238
8581500,-122.1185954,37.403684,4388,EL CAMINO REAL,89,LOS ALTOS,,,94022,,448f7089c92b05c9
8581578,-122.1150331,37.3824229,1,W EDITH AVE,B208,LOS ALTOS,,,94022,,7055715dc62b07cc
8581884,-122.1177617,37.4038218,4388,EL CAMINO REAL,238,LOS ALTOS,,,94022,,03074ee5cbd63243
8582070,-122.1244087,37.3945554,461,CAVALIER CT,,LOS ALTOS,,,94022,,ff93f5331662be26
8582076,-122.0913006,37.3540838,1507,ARBOR AVE,,LOS ALTOS,,,94024,,6d5178c05628c5d3
8582097,-122.1040574,37.3584642,24157,SUMMERHILL AVE,,LOS ALTOS,,,94024,,dc01e799678bfb5b
8582118,-122.0809855,37.3388437,2131,VIA ESCALERA,,LOS ALTOS,,,94024,,0328c1c0c04adac3
8582143,-122.0927399,37.3825327,782,RAYMUNDO AVE,,LOS ALTOS,,,94024,,23009a01e60401ed
8582147,-122.1251567,37.3896941,460,SAN DOMINGO WAY,,LOS ALTOS,,,94022,,aa91e0590de2d654
8582149,-122.1119847,37.3855221,84,DIOR TER,,LOS ALTOS,,,94022,,f7394c8f9666540d
8582173,-122.0844692,37.3652269,990,EASTWOOD PL,,LOS ALTOS,,,94024,,06ce0a247f87d669
8582174,-122.1069497,37.3868602,304,ALICIA WAY,,LOS ALTOS,,,94022,,f71bbdcef375321a
8582274,-122.1199456,37.402432,1093,LOS ALTOS AVE,,LOS ALTOS,,,94022,,cafb6b7476893325
8582275,-122.0906663,37.3470824,860,MORA DR,,LOS ALTOS,,,94024,,4b55b6a3c35a8430
8582277,-122.0962698,37.385347,230,N SPRINGER RD,,LOS ALTOS,,,94024,,ee3befb53ba29ef0
8582297,-122.098035,37.3705118,710,ROSE LN,,LOS ALTOS,,,94024,,b767aefb78bc4ecb
8582301,-122.0910637,37.3583089,846,CLINTON RD,,LOS ALTOS,,,94024,,f34e68e0a69ff653
8582342,-122.0867904,37.3500796,955,LUNDY LN,,LOS ALTOS,,,94024,,26c85ab887532885
8582347,-122.0760836,37.3501196,1317,ENSENADA WAY,,LOS ALTOS,,,94024,,5249a80ff3634e17
8582386,-122.0803888,37.3599147,1219,PORTLAND AVE,,LOS ALTOS,,,94024,,ddb35d63f12b2ffd
8582390,-122.0725771,37.3491174,1465,BEN ROE AVE,,LOS ALTOS,,,94024,,f44d05c80f98cdd0
8582419,-122.0692173,37.3446192,1903,ANNETTE LN,,LOS ALTOS,,,94024,,a6bda709482c2100
8582439,-122.12163,37.3856638,340,CHAMISAL AVE,,LOS ALTOS,,,94022,,0c75a56bfe729cd3
8582469,-122.100426,37.3616316,1140,BORDER RD,,LOS ALTOS,,,94024,,6c36a03205ae4cc9
8582503,-122.1167332,37.3898764,471,CHERRY AVE,,LOS ALTOS,,,94022,,c49ad3955005994d
8582515,-122.0695089,37.35293,1569,WAKEFIELD TER,,LOS ALTOS,,,94024,,479db62ce7e82771
8582517,-122.0656781,37.3537009,1540,TIPTOE LN,,LOS ALTOS,,,94024,,d938a012f2cafa7a
8582519,-122.0726009,37.3554788,1457,RANCHITA DR,,LOS ALTOS,,,94024,,8cb137f0802d5af1
8582546,-122.1032863,37.3794554,449,RINCONADA CT,,LOS ALTOS,,,94022,,5587ae2bf91e9cdf
8582568,-122.1120251,37.3979154,34,LOS ALTOS SQ,,LOS ALTOS,,,94022,,c3a99de2bf9e1da2
8582622,-122.0963748,37.3659417,952,S SPRINGER RD,,LOS ALTOS,,,94024,,fc86779bff7955e5
8582662,-122.1155866,37.3914579,23,ALMA CT,,LOS ALTOS,,,94022,,c5252444d06c4306
8582706,-122.0805449,37.3389925,2156,SIERRA VENTURA DR,,LOS ALTOS,,,94024,,8558dd62399e5e88
8582845,-122.1067914,37.350546,11725,WINDING WAY,,LOS ALTOS,,,94024,,6cf21c91d8b7bf46
8582855,-122.098531,37.3731036,639,ARBOLEDA DR,,LOS ALTOS,,,94024,,918ce6cebea8ae08
8582874,-122.1154143,37.3769706,321,2ND ST,,LOS ALTOS,,,94022,,9ed8639d93107824
8582877,-122.1134911,37.3888003,20,PARSONS WAY,,LOS ALTOS,,,94022,,a91ba7d91db7e0bb
8582941,-122.0662121,37.3433903,1940,FALLEN LEAF LN,,LOS ALTOS,,,94024,,e5786ab8733eac7a
8583049,-122.0839311,37.3429379,1990,SCOTT LN,,LOS ALTOS,,,94024,,f06049af203bce1c
